power,stat,pokemon
60,hp,medicham-mega
100,attack,medicham-mega
85,defense,medicham-mega
80,special-attack,medicham-mega
85,special-defense,medicham-mega
100,speed,medicham-mega
70,hp,manectric-mega
75,attack,manectric-mega
80,defense,manectric-mega
135,special-attack,manectric-mega
80,special-defense,manectric-mega
135,speed,manectric-mega
64,hp,banette-mega
165,attack,banette-mega
75,defense,banette-mega
93,special-attack,banette-mega
83,special-defense,banette-mega
75,speed,banette-mega
65,hp,absol-mega
150,attack,absol-mega
60,defense,absol-mega
115,special-attack,absol-mega
60,special-defense,absol-mega
115,speed,absol-mega
108,hp,garchomp-mega
170,attack,garchomp-mega
115,defense,garchomp-mega
120,special-attack,garchomp-mega
95,special-defense,garchomp-mega
92,speed,garchomp-mega
70,hp,lucario-mega
145,attack,lucario-mega
88,defense,lucario-mega
140,special-attack,lucario-mega
70,special-defense,lucario-mega
112,speed,lucario-mega
90,hp,abomasnow-mega
132,attack,abomasnow-mega
105,defense,abomasnow-mega
132,special-attack,abomasnow-mega
105,special-defense,abomasnow-mega
30,speed,abomasnow-mega
74,hp,floette-eternal
65,attack,floette-eternal
67,defense,floette-eternal
125,special-attack,floette-eternal
128,special-defense,floette-eternal
92,speed,floette-eternal
80,hp,latias-mega
100,attack,latias-mega
120,defense,latias-mega
140,special-attack,latias-mega
150,special-defense,latias-mega
110,speed,latias-mega
80,hp,latios-mega
130,attack,latios-mega
100,defense,latios-mega
160,special-attack,latios-mega
120,special-defense,latios-mega
110,speed,latios-mega
100,hp,swampert-mega
150,attack,swampert-mega
110,defense,swampert-mega
95,special-attack,swampert-mega
110,special-defense,swampert-mega
70,speed,swampert-mega
70,hp,sceptile-mega
110,attack,sceptile-mega
75,defense,sceptile-mega
145,special-attack,sceptile-mega
85,special-defense,sceptile-mega
145,speed,sceptile-mega
50,hp,sableye-mega
85,attack,sableye-mega
125,defense,sableye-mega
85,special-attack,sableye-mega
115,special-defense,sableye-mega
20,speed,sableye-mega
75,hp,altaria-mega
110,attack,altaria-mega
110,defense,altaria-mega
110,special-attack,altaria-mega
105,special-defense,altaria-mega
80,speed,altaria-mega
68,hp,gallade-mega
165,attack,gallade-mega
95,defense,gallade-mega
65,special-attack,gallade-mega
115,special-defense,gallade-mega
110,speed,gallade-mega
103,hp,audino-mega
60,attack,audino-mega
126,defense,audino-mega
80,special-attack,audino-mega
126,special-defense,audino-mega
50,speed,audino-mega
70,hp,sharpedo-mega
140,attack,sharpedo-mega
70,defense,sharpedo-mega
110,special-attack,sharpedo-mega
65,special-defense,sharpedo-mega
105,speed,sharpedo-mega
95,hp,slowbro-mega
75,attack,slowbro-mega
180,defense,slowbro-mega
130,special-attack,slowbro-mega
80,special-defense,slowbro-mega
30,speed,slowbro-mega
75,hp,steelix-mega
125,attack,steelix-mega
230,defense,steelix-mega
55,special-attack,steelix-mega
95,special-defense,steelix-mega
30,speed,steelix-mega
83,hp,pidgeot-mega
80,attack,pidgeot-mega
80,defense,pidgeot-mega
135,special-attack,pidgeot-mega
80,special-defense,pidgeot-mega
121,speed,pidgeot-mega
80,hp,glalie-mega
120,attack,glalie-mega
80,defense,glalie-mega
120,special-attack,glalie-mega
80,special-defense,glalie-mega
100,speed,glalie-mega
50,hp,diancie-mega
160,attack,diancie-mega
110,defense,diancie-mega
160,special-attack,diancie-mega
110,special-defense,diancie-mega
110,speed,diancie-mega
80,hp,metagross-mega
145,attack,metagross-mega
150,defense,metagross-mega
105,special-attack,metagross-mega
110,special-defense,metagross-mega
110,speed,metagross-mega
100,hp,kyogre-primal
150,attack,kyogre-primal
90,defense,kyogre-primal
180,special-attack,kyogre-primal
160,special-defense,kyogre-primal
90,speed,kyogre-primal
100,hp,groudon-primal
180,attack,groudon-primal
160,defense,groudon-primal
150,special-attack,groudon-primal
90,special-defense,groudon-primal
90,speed,groudon-primal
105,hp,rayquaza-mega
180,attack,rayquaza-mega
100,defense,rayquaza-mega
180,special-attack,rayquaza-mega
100,special-defense,rayquaza-mega
115,speed,rayquaza-mega
35,hp,pikachu-rock-star
55,attack,pikachu-rock-star
40,defense,pikachu-rock-star
50,special-attack,pikachu-rock-star
50,special-defense,pikachu-rock-star
90,speed,pikachu-rock-star
35,hp,pikachu-belle
55,attack,pikachu-belle
40,defense,pikachu-belle
50,special-attack,pikachu-belle
50,special-defense,pikachu-belle
90,speed,pikachu-belle
35,hp,pikachu-pop-star
55,attack,pikachu-pop-star
40,defense,pikachu-pop-star
50,special-attack,pikachu-pop-star
50,special-defense,pikachu-pop-star
90,speed,pikachu-pop-star
35,hp,pikachu-phd
55,attack,pikachu-phd
40,defense,pikachu-phd
50,special-attack,pikachu-phd
50,special-defense,pikachu-phd
90,speed,pikachu-phd
35,hp,pikachu-libre
55,attack,pikachu-libre
40,defense,pikachu-libre
50,special-attack,pikachu-libre
50,special-defense,pikachu-libre
90,speed,pikachu-libre
35,hp,pikachu-cosplay
55,attack,pikachu-cosplay
40,defense,pikachu-cosplay
50,special-attack,pikachu-cosplay
50,special-defense,pikachu-cosplay
90,speed,pikachu-cosplay
80,hp,hoopa-unbound
160,attack,hoopa-unbound
60,defense,hoopa-unbound
170,special-attack,hoopa-unbound
130,special-defense,hoopa-unbound
80,speed,hoopa-unbound
70,hp,camerupt-mega
120,attack,camerupt-mega
100,defense,camerupt-mega
145,special-attack,camerupt-mega
105,special-defense,camerupt-mega
20,speed,camerupt-mega
65,hp,lopunny-mega
136,attack,lopunny-mega
94,defense,lopunny-mega
54,special-attack,lopunny-mega
96,special-defense,lopunny-mega
135,speed,lopunny-mega
95,hp,salamence-mega
145,attack,salamence-mega
130,defense,salamence-mega
120,special-attack,salamence-mega
90,special-defense,salamence-mega
120,speed,salamence-mega
65,hp,beedrill-mega
150,attack,beedrill-mega
40,defense,beedrill-mega
15,special-attack,beedrill-mega
80,special-defense,beedrill-mega
145,speed,beedrill-mega
30,hp,rattata-alola
56,attack,rattata-alola
35,defense,rattata-alola
25,special-attack,rattata-alola
35,special-defense,rattata-alola
72,speed,rattata-alola
75,hp,raticate-alola
71,attack,raticate-alola
70,defense,raticate-alola
40,special-attack,raticate-alola
80,special-defense,raticate-alola
77,speed,raticate-alola
75,hp,raticate-totem-alola
71,attack,raticate-totem-alola
70,defense,raticate-totem-alola
40,special-attack,raticate-totem-alola
80,special-defense,raticate-totem-alola
77,speed,raticate-totem-alola
35,hp,pikachu-original-cap
55,attack,pikachu-original-cap
40,defense,pikachu-original-cap
50,special-attack,pikachu-original-cap
50,special-defense,pikachu-original-cap
90,speed,pikachu-original-cap
35,hp,pikachu-hoenn-cap
55,attack,pikachu-hoenn-cap
40,defense,pikachu-hoenn-cap
50,special-attack,pikachu-hoenn-cap
50,special-defense,pikachu-hoenn-cap
90,speed,pikachu-hoenn-cap
35,hp,pikachu-sinnoh-cap
55,attack,pikachu-sinnoh-cap
40,defense,pikachu-sinnoh-cap
50,special-attack,pikachu-sinnoh-cap
50,special-defense,pikachu-sinnoh-cap
90,speed,pikachu-sinnoh-cap
35,hp,pikachu-unova-cap
55,attack,pikachu-unova-cap
40,defense,pikachu-unova-cap
50,special-attack,pikachu-unova-cap
50,special-defense,pikachu-unova-cap
90,speed,pikachu-unova-cap
35,hp,pikachu-kalos-cap
55,attack,pikachu-kalos-cap
40,defense,pikachu-kalos-cap
50,special-attack,pikachu-kalos-cap
50,special-defense,pikachu-kalos-cap
90,speed,pikachu-kalos-cap
35,hp,pikachu-alola-cap
55,attack,pikachu-alola-cap
40,defense,pikachu-alola-cap
50,special-attack,pikachu-alola-cap
50,special-defense,pikachu-alola-cap
90,speed,pikachu-alola-cap
60,hp,raichu-alola
85,attack,raichu-alola
50,defense,raichu-alola
95,special-attack,raichu-alola
85,special-defense,raichu-alola
110,speed,raichu-alola
50,hp,sandshrew-alola
75,attack,sandshrew-alola
90,defense,sandshrew-alola
10,special-attack,sandshrew-alola
35,special-defense,sandshrew-alola
40,speed,sandshrew-alola
75,hp,sandslash-alola
100,attack,sandslash-alola
120,defense,sandslash-alola
25,special-attack,sandslash-alola
65,special-defense,sandslash-alola
65,speed,sandslash-alola
38,hp,vulpix-alola
41,attack,vulpix-alola
40,defense,vulpix-alola
50,special-attack,vulpix-alola
65,special-defense,vulpix-alola
65,speed,vulpix-alola
73,hp,ninetales-alola
67,attack,ninetales-alola
75,defense,ninetales-alola
81,special-attack,ninetales-alola
100,special-defense,ninetales-alola
109,speed,ninetales-alola
10,hp,diglett-alola
55,attack,diglett-alola
30,defense,diglett-alola
35,special-attack,diglett-alola
45,special-defense,diglett-alola
90,speed,diglett-alola
35,hp,dugtrio-alola
100,attack,dugtrio-alola
60,defense,dugtrio-alola
50,special-attack,dugtrio-alola
70,special-defense,dugtrio-alola
110,speed,dugtrio-alola
40,hp,meowth-alola
35,attack,meowth-alola
35,defense,meowth-alola
50,special-attack,meowth-alola
40,special-defense,meowth-alola
90,speed,meowth-alola
65,hp,persian-alola
60,attack,persian-alola
60,defense,persian-alola
75,special-attack,persian-alola
65,special-defense,persian-alola
115,speed,persian-alola
40,hp,geodude-alola
80,attack,geodude-alola
100,defense,geodude-alola
30,special-attack,geodude-alola
30,special-defense,geodude-alola
20,speed,geodude-alola
55,hp,graveler-alola
95,attack,graveler-alola
115,defense,graveler-alola
45,special-attack,graveler-alola
45,special-defense,graveler-alola
35,speed,graveler-alola
80,hp,golem-alola
120,attack,golem-alola
130,defense,golem-alola
55,special-attack,golem-alola
65,special-defense,golem-alola
45,speed,golem-alola
80,hp,grimer-alola
80,attack,grimer-alola
50,defense,grimer-alola
40,special-attack,grimer-alola
50,special-defense,grimer-alola
25,speed,grimer-alola
105,hp,muk-alola
105,attack,muk-alola
75,defense,muk-alola
65,special-attack,muk-alola
100,special-defense,muk-alola
50,speed,muk-alola
95,hp,exeggutor-alola
105,attack,exeggutor-alola
85,defense,exeggutor-alola
125,special-attack,exeggutor-alola
75,special-defense,exeggutor-alola
45,speed,exeggutor-alola
60,hp,marowak-alola
80,attack,marowak-alola
110,defense,marowak-alola
50,special-attack,marowak-alola
80,special-defense,marowak-alola
45,speed,marowak-alola
72,hp,greninja-battle-bond
95,attack,greninja-battle-bond
67,defense,greninja-battle-bond
103,special-attack,greninja-battle-bond
71,special-defense,greninja-battle-bond
122,speed,greninja-battle-bond
72,hp,greninja-ash
145,attack,greninja-ash
67,defense,greninja-ash
153,special-attack,greninja-ash
71,special-defense,greninja-ash
132,speed,greninja-ash
54,hp,zygarde-10-power-construct
100,attack,zygarde-10-power-construct
71,defense,zygarde-10-power-construct
61,special-attack,zygarde-10-power-construct
85,special-defense,zygarde-10-power-construct
115,speed,zygarde-10-power-construct
108,hp,zygarde-50-power-construct
100,attack,zygarde-50-power-construct
121,defense,zygarde-50-power-construct
81,special-attack,zygarde-50-power-construct
95,special-defense,zygarde-50-power-construct
95,speed,zygarde-50-power-construct
216,hp,zygarde-complete
100,attack,zygarde-complete
121,defense,zygarde-complete
91,special-attack,zygarde-complete
95,special-defense,zygarde-complete
85,speed,zygarde-complete
88,hp,gumshoos-totem
110,attack,gumshoos-totem
60,defense,gumshoos-totem
55,special-attack,gumshoos-totem
60,special-defense,gumshoos-totem
45,speed,gumshoos-totem
77,hp,vikavolt-totem
70,attack,vikavolt-totem
90,defense,vikavolt-totem
145,special-attack,vikavolt-totem
75,special-defense,vikavolt-totem
43,speed,vikavolt-totem
75,hp,oricorio-pom-pom
70,attack,oricorio-pom-pom
70,defense,oricorio-pom-pom
98,special-attack,oricorio-pom-pom
70,special-defense,oricorio-pom-pom
93,speed,oricorio-pom-pom
75,hp,oricorio-pau
70,attack,oricorio-pau
70,defense,oricorio-pau
98,special-attack,oricorio-pau
70,special-defense,oricorio-pau
93,speed,oricorio-pau
75,hp,oricorio-sensu
70,attack,oricorio-sensu
70,defense,oricorio-sensu
98,special-attack,oricorio-sensu
70,special-defense,oricorio-sensu
93,speed,oricorio-sensu
85,hp,lycanroc-midnight
115,attack,lycanroc-midnight
75,defense,lycanroc-midnight
55,special-attack,lycanroc-midnight
75,special-defense,lycanroc-midnight
82,speed,lycanroc-midnight
45,hp,wishiwashi-school
140,attack,wishiwashi-school
130,defense,wishiwashi-school
140,special-attack,wishiwashi-school
135,special-defense,wishiwashi-school
30,speed,wishiwashi-school
70,hp,lurantis-totem
105,attack,lurantis-totem
90,defense,lurantis-totem
80,special-attack,lurantis-totem
90,special-defense,lurantis-totem
45,speed,lurantis-totem
68,hp,salazzle-totem
64,attack,salazzle-totem
60,defense,salazzle-totem
111,special-attack,salazzle-totem
60,special-defense,salazzle-totem
117,speed,salazzle-totem
60,hp,minior-orange-meteor
60,attack,minior-orange-meteor
100,defense,minior-orange-meteor
60,special-attack,minior-orange-meteor
100,special-defense,minior-orange-meteor
60,speed,minior-orange-meteor
60,hp,minior-yellow-meteor
60,attack,minior-yellow-meteor
100,defense,minior-yellow-meteor
60,special-attack,minior-yellow-meteor
100,special-defense,minior-yellow-meteor
60,speed,minior-yellow-meteor
60,hp,minior-green-meteor
60,attack,minior-green-meteor
100,defense,minior-green-meteor
60,special-attack,minior-green-meteor
100,special-defense,minior-green-meteor
60,speed,minior-green-meteor
60,hp,minior-blue-meteor
60,attack,minior-blue-meteor
100,defense,minior-blue-meteor
60,special-attack,minior-blue-meteor
100,special-defense,minior-blue-meteor
60,speed,minior-blue-meteor
60,hp,minior-indigo-meteor
60,attack,minior-indigo-meteor
100,defense,minior-indigo-meteor
60,special-attack,minior-indigo-meteor
100,special-defense,minior-indigo-meteor
60,speed,minior-indigo-meteor
60,hp,minior-violet-meteor
60,attack,minior-violet-meteor
100,defense,minior-violet-meteor
60,special-attack,minior-violet-meteor
100,special-defense,minior-violet-meteor
60,speed,minior-violet-meteor
60,hp,minior-red
100,attack,minior-red
60,defense,minior-red
100,special-attack,minior-red
60,special-defense,minior-red
120,speed,minior-red
60,hp,minior-orange
100,attack,minior-orange
60,defense,minior-orange
100,special-attack,minior-orange
60,special-defense,minior-orange
120,speed,minior-orange
60,hp,minior-yellow
100,attack,minior-yellow
60,defense,minior-yellow
100,special-attack,minior-yellow
60,special-defense,minior-yellow
120,speed,minior-yellow
60,hp,minior-green
100,attack,minior-green
60,defense,minior-green
100,special-attack,minior-green
60,special-defense,minior-green
120,speed,minior-green
60,hp,minior-blue
100,attack,minior-blue
60,defense,minior-blue
100,special-attack,minior-blue
60,special-defense,minior-blue
120,speed,minior-blue
60,hp,minior-indigo
100,attack,minior-indigo
60,defense,minior-indigo
100,special-attack,minior-indigo
60,special-defense,minior-indigo
120,speed,minior-indigo
60,hp,minior-violet
100,attack,minior-violet
60,defense,minior-violet
100,special-attack,minior-violet
60,special-defense,minior-violet
120,speed,minior-violet
55,hp,mimikyu-busted
90,attack,mimikyu-busted
80,defense,mimikyu-busted
50,special-attack,mimikyu-busted
105,special-defense,mimikyu-busted
96,speed,mimikyu-busted
55,hp,mimikyu-totem-disguised
90,attack,mimikyu-totem-disguised
80,defense,mimikyu-totem-disguised
50,special-attack,mimikyu-totem-disguised
105,special-defense,mimikyu-totem-disguised
96,speed,mimikyu-totem-disguised
55,hp,mimikyu-totem-busted
90,attack,mimikyu-totem-busted
80,defense,mimikyu-totem-busted
50,special-attack,mimikyu-totem-busted
105,special-defense,mimikyu-totem-busted
96,speed,mimikyu-totem-busted
75,hp,kommo-o-totem
110,attack,kommo-o-totem
125,defense,kommo-o-totem
100,special-attack,kommo-o-totem
105,special-defense,kommo-o-totem
85,speed,kommo-o-totem
80,hp,magearna-original
95,attack,magearna-original
115,defense,magearna-original
130,special-attack,magearna-original
115,special-defense,magearna-original
65,speed,magearna-original
35,hp,pikachu-partner-cap
55,attack,pikachu-partner-cap
40,defense,pikachu-partner-cap
50,special-attack,pikachu-partner-cap
50,special-defense,pikachu-partner-cap
90,speed,pikachu-partner-cap
60,hp,marowak-totem
80,attack,marowak-totem
110,defense,marowak-totem
50,special-attack,marowak-totem
80,special-defense,marowak-totem
45,speed,marowak-totem
60,hp,ribombee-totem
55,attack,ribombee-totem
60,defense,ribombee-totem
95,special-attack,ribombee-totem
70,special-defense,ribombee-totem
124,speed,ribombee-totem
45,hp,rockruff-own-tempo
65,attack,rockruff-own-tempo
40,defense,rockruff-own-tempo
30,special-attack,rockruff-own-tempo
40,special-defense,rockruff-own-tempo
60,speed,rockruff-own-tempo
75,hp,lycanroc-dusk
117,attack,lycanroc-dusk
65,defense,lycanroc-dusk
55,special-attack,lycanroc-dusk
65,special-defense,lycanroc-dusk
110,speed,lycanroc-dusk
68,hp,araquanid-totem
70,attack,araquanid-totem
92,defense,araquanid-totem
50,special-attack,araquanid-totem
132,special-defense,araquanid-totem
42,speed,araquanid-totem
65,hp,togedemaru-totem
98,attack,togedemaru-totem
63,defense,togedemaru-totem
40,special-attack,togedemaru-totem
73,special-defense,togedemaru-totem
96,speed,togedemaru-totem
97,hp,necrozma-dusk
157,attack,necrozma-dusk
127,defense,necrozma-dusk
113,special-attack,necrozma-dusk
109,special-defense,necrozma-dusk
77,speed,necrozma-dusk
97,hp,necrozma-dawn
113,attack,necrozma-dawn
109,defense,necrozma-dawn
157,special-attack,necrozma-dawn
127,special-defense,necrozma-dawn
77,speed,necrozma-dawn
97,hp,necrozma-ultra
167,attack,necrozma-ultra
97,defense,necrozma-ultra
167,special-attack,necrozma-ultra
97,special-defense,necrozma-ultra
129,speed,necrozma-ultra
45,hp,pikachu-starter
80,attack,pikachu-starter
50,defense,pikachu-starter
75,special-attack,pikachu-starter
60,special-defense,pikachu-starter
120,speed,pikachu-starter
65,hp,eevee-starter
75,attack,eevee-starter
70,defense,eevee-starter
65,special-attack,eevee-starter
85,special-defense,eevee-starter
75,speed,eevee-starter
35,hp,pikachu-world-cap
55,attack,pikachu-world-cap
40,defense,pikachu-world-cap
50,special-attack,pikachu-world-cap
50,special-defense,pikachu-world-cap
90,speed,pikachu-world-cap
50,hp,meowth-galar
65,attack,meowth-galar
55,defense,meowth-galar
40,special-attack,meowth-galar
40,special-defense,meowth-galar
40,speed,meowth-galar
50,hp,ponyta-galar
85,attack,ponyta-galar
55,defense,ponyta-galar
65,special-attack,ponyta-galar
65,special-defense,ponyta-galar
90,speed,ponyta-galar
65,hp,rapidash-galar
100,attack,rapidash-galar
70,defense,rapidash-galar
80,special-attack,rapidash-galar
80,special-defense,rapidash-galar
105,speed,rapidash-galar
90,hp,slowpoke-galar
65,attack,slowpoke-galar
65,defense,slowpoke-galar
40,special-attack,slowpoke-galar
40,special-defense,slowpoke-galar
15,speed,slowpoke-galar
95,hp,slowbro-galar
100,attack,slowbro-galar
95,defense,slowbro-galar
100,special-attack,slowbro-galar
70,special-defense,slowbro-galar
30,speed,slowbro-galar
52,hp,farfetchd-galar
95,attack,farfetchd-galar
55,defense,farfetchd-galar
58,special-attack,farfetchd-galar
62,special-defense,farfetchd-galar
55,speed,farfetchd-galar
65,hp,weezing-galar
90,attack,weezing-galar
120,defense,weezing-galar
85,special-attack,weezing-galar
70,special-defense,weezing-galar
60,speed,weezing-galar
50,hp,mr-mime-galar
65,attack,mr-mime-galar
65,defense,mr-mime-galar
90,special-attack,mr-mime-galar
90,special-defense,mr-mime-galar
100,speed,mr-mime-galar
90,hp,articuno-galar
85,attack,articuno-galar
85,defense,articuno-galar
125,special-attack,articuno-galar
100,special-defense,articuno-galar
95,speed,articuno-galar
90,hp,zapdos-galar
125,attack,zapdos-galar
90,defense,zapdos-galar
85,special-attack,zapdos-galar
90,special-defense,zapdos-galar
100,speed,zapdos-galar
90,hp,moltres-galar
85,attack,moltres-galar
90,defense,moltres-galar
100,special-attack,moltres-galar
125,special-defense,moltres-galar
90,speed,moltres-galar
95,hp,slowking-galar
65,attack,slowking-galar
80,defense,slowking-galar
110,special-attack,slowking-galar
110,special-defense,slowking-galar
30,speed,slowking-galar
60,hp,corsola-galar
55,attack,corsola-galar
100,defense,corsola-galar
65,special-attack,corsola-galar
100,special-defense,corsola-galar
30,speed,corsola-galar
38,hp,zigzagoon-galar
30,attack,zigzagoon-galar
41,defense,zigzagoon-galar
30,special-attack,zigzagoon-galar
41,special-defense,zigzagoon-galar
60,speed,zigzagoon-galar
78,hp,linoone-galar
70,attack,linoone-galar
61,defense,linoone-galar
50,special-attack,linoone-galar
61,special-defense,linoone-galar
100,speed,linoone-galar
70,hp,darumaka-galar
90,attack,darumaka-galar
45,defense,darumaka-galar
15,special-attack,darumaka-galar
45,special-defense,darumaka-galar
50,speed,darumaka-galar
105,hp,darmanitan-galar-standard
140,attack,darmanitan-galar-standard
55,defense,darmanitan-galar-standard
30,special-attack,darmanitan-galar-standard
55,special-defense,darmanitan-galar-standard
95,speed,darmanitan-galar-standard
105,hp,darmanitan-galar-zen
160,attack,darmanitan-galar-zen
55,defense,darmanitan-galar-zen
30,special-attack,darmanitan-galar-zen
55,special-defense,darmanitan-galar-zen
135,speed,darmanitan-galar-zen
38,hp,yamask-galar
55,attack,yamask-galar
85,defense,yamask-galar
30,special-attack,yamask-galar
65,special-defense,yamask-galar
30,speed,yamask-galar
109,hp,stunfisk-galar
81,attack,stunfisk-galar
99,defense,stunfisk-galar
66,special-attack,stunfisk-galar
84,special-defense,stunfisk-galar
32,speed,stunfisk-galar
54,hp,zygarde-10
100,attack,zygarde-10
71,defense,zygarde-10
61,special-attack,zygarde-10
85,special-defense,zygarde-10
115,speed,zygarde-10
70,hp,cramorant-gulping
85,attack,cramorant-gulping
55,defense,cramorant-gulping
85,special-attack,cramorant-gulping
95,special-defense,cramorant-gulping
85,speed,cramorant-gulping
70,hp,cramorant-gorging
85,attack,cramorant-gorging
55,defense,cramorant-gorging
85,special-attack,cramorant-gorging
95,special-defense,cramorant-gorging
85,speed,cramorant-gorging
75,hp,toxtricity-low-key
98,attack,toxtricity-low-key
70,defense,toxtricity-low-key
114,special-attack,toxtricity-low-key
70,special-defense,toxtricity-low-key
75,speed,toxtricity-low-key
75,hp,eiscue-noice
80,attack,eiscue-noice
70,defense,eiscue-noice
65,special-attack,eiscue-noice
50,special-defense,eiscue-noice
130,speed,eiscue-noice
70,hp,indeedee-female
55,attack,indeedee-female
65,defense,indeedee-female
95,special-attack,indeedee-female
105,special-defense,indeedee-female
85,speed,indeedee-female
58,hp,morpeko-hangry
95,attack,morpeko-hangry
58,defense,morpeko-hangry
70,special-attack,morpeko-hangry
58,special-defense,morpeko-hangry
97,speed,morpeko-hangry
92,hp,zacian-crowned
150,attack,zacian-crowned
115,defense,zacian-crowned
80,special-attack,zacian-crowned
115,special-defense,zacian-crowned
148,speed,zacian-crowned
92,hp,zamazenta-crowned
120,attack,zamazenta-crowned
140,defense,zamazenta-crowned
80,special-attack,zamazenta-crowned
140,special-defense,zamazenta-crowned
128,speed,zamazenta-crowned
255,hp,eternatus-eternamax
115,attack,eternatus-eternamax
250,defense,eternatus-eternamax
125,special-attack,eternatus-eternamax
250,special-defense,eternatus-eternamax
130,speed,eternatus-eternamax
100,hp,urshifu-rapid-strike
130,attack,urshifu-rapid-strike
100,defense,urshifu-rapid-strike
63,special-attack,urshifu-rapid-strike
60,special-defense,urshifu-rapid-strike
97,speed,urshifu-rapid-strike
105,hp,zarude-dada
120,attack,zarude-dada
105,defense,zarude-dada
70,special-attack,zarude-dada
95,special-defense,zarude-dada
105,speed,zarude-dada
100,hp,calyrex-ice
165,attack,calyrex-ice
150,defense,calyrex-ice
85,special-attack,calyrex-ice
130,special-defense,calyrex-ice
50,speed,calyrex-ice
100,hp,calyrex-shadow
85,attack,calyrex-shadow
80,defense,calyrex-shadow
165,special-attack,calyrex-shadow
100,special-defense,calyrex-shadow
150,speed,calyrex-shadow
80,hp,venusaur-gmax
82,attack,venusaur-gmax
83,defense,venusaur-gmax
100,special-attack,venusaur-gmax
100,special-defense,venusaur-gmax
80,speed,venusaur-gmax
78,hp,charizard-gmax
84,attack,charizard-gmax
78,defense,charizard-gmax
109,special-attack,charizard-gmax
85,special-defense,charizard-gmax
100,speed,charizard-gmax
79,hp,blastoise-gmax
83,attack,blastoise-gmax
100,defense,blastoise-gmax
85,special-attack,blastoise-gmax
105,special-defense,blastoise-gmax
78,speed,blastoise-gmax
60,hp,butterfree-gmax
45,attack,butterfree-gmax
50,defense,butterfree-gmax
90,special-attack,butterfree-gmax
80,special-defense,butterfree-gmax
70,speed,butterfree-gmax
35,hp,pikachu-gmax
55,attack,pikachu-gmax
40,defense,pikachu-gmax
50,special-attack,pikachu-gmax
50,special-defense,pikachu-gmax
90,speed,pikachu-gmax
40,hp,meowth-gmax
45,attack,meowth-gmax
35,defense,meowth-gmax
40,special-attack,meowth-gmax
40,special-defense,meowth-gmax
90,speed,meowth-gmax
90,hp,machamp-gmax
130,attack,machamp-gmax
80,defense,machamp-gmax
65,special-attack,machamp-gmax
85,special-defense,machamp-gmax
55,speed,machamp-gmax
60,hp,gengar-gmax
65,attack,gengar-gmax
60,defense,gengar-gmax
130,special-attack,gengar-gmax
75,special-defense,gengar-gmax
110,speed,gengar-gmax
55,hp,kingler-gmax
130,attack,kingler-gmax
115,defense,kingler-gmax
50,special-attack,kingler-gmax
50,special-defense,kingler-gmax
75,speed,kingler-gmax
130,hp,lapras-gmax
85,attack,lapras-gmax
80,defense,lapras-gmax
85,special-attack,lapras-gmax
95,special-defense,lapras-gmax
60,speed,lapras-gmax
55,hp,eevee-gmax
55,attack,eevee-gmax
50,defense,eevee-gmax
45,special-attack,eevee-gmax
65,special-defense,eevee-gmax
55,speed,eevee-gmax
160,hp,snorlax-gmax
110,attack,snorlax-gmax
65,defense,snorlax-gmax
65,special-attack,snorlax-gmax
110,special-defense,snorlax-gmax
30,speed,snorlax-gmax
80,hp,garbodor-gmax
95,attack,garbodor-gmax
82,defense,garbodor-gmax
60,special-attack,garbodor-gmax
82,special-defense,garbodor-gmax
75,speed,garbodor-gmax
135,hp,melmetal-gmax
143,attack,melmetal-gmax
143,defense,melmetal-gmax
80,special-attack,melmetal-gmax
65,special-defense,melmetal-gmax
34,speed,melmetal-gmax
100,hp,rillaboom-gmax
125,attack,rillaboom-gmax
90,defense,rillaboom-gmax
60,special-attack,rillaboom-gmax
70,special-defense,rillaboom-gmax
85,speed,rillaboom-gmax
80,hp,cinderace-gmax
116,attack,cinderace-gmax
75,defense,cinderace-gmax
65,special-attack,cinderace-gmax
75,special-defense,cinderace-gmax
119,speed,cinderace-gmax
70,hp,inteleon-gmax
85,attack,inteleon-gmax
65,defense,inteleon-gmax
125,special-attack,inteleon-gmax
65,special-defense,inteleon-gmax
120,speed,inteleon-gmax
98,hp,corviknight-gmax
87,attack,corviknight-gmax
105,defense,corviknight-gmax
53,special-attack,corviknight-gmax
85,special-defense,corviknight-gmax
67,speed,corviknight-gmax
60,hp,orbeetle-gmax
45,attack,orbeetle-gmax
110,defense,orbeetle-gmax
80,special-attack,orbeetle-gmax
120,special-defense,orbeetle-gmax
90,speed,orbeetle-gmax
90,hp,drednaw-gmax
115,attack,drednaw-gmax
90,defense,drednaw-gmax
48,special-attack,drednaw-gmax
68,special-defense,drednaw-gmax
74,speed,drednaw-gmax
110,hp,coalossal-gmax
80,attack,coalossal-gmax
120,defense,coalossal-gmax
80,special-attack,coalossal-gmax
90,special-defense,coalossal-gmax
30,speed,coalossal-gmax
70,hp,flapple-gmax
110,attack,flapple-gmax
80,defense,flapple-gmax
95,special-attack,flapple-gmax
60,special-defense,flapple-gmax
70,speed,flapple-gmax
110,hp,appletun-gmax
85,attack,appletun-gmax
80,defense,appletun-gmax
100,special-attack,appletun-gmax
80,special-defense,appletun-gmax
30,speed,appletun-gmax
72,hp,sandaconda-gmax
107,attack,sandaconda-gmax
125,defense,sandaconda-gmax
65,special-attack,sandaconda-gmax
70,special-defense,sandaconda-gmax
71,speed,sandaconda-gmax
75,hp,toxtricity-amped-gmax
